,enrollee_id,city_development_index,experience,company_size,last_new_job,training_hours,target
939,21443,0.624,4,3,2,94,1.0
940,13383,0.866,21,3,2,78,0.0
943,1973,0.479,4,7,1,22,0.0
944,14800,0.91,9,1,2,12,0.0
948,9499,0.92,4,3,3,162,0.0
952,22494,0.624,4,4,1,5,1.0
956,12770,0.92,21,4,0,3,0.0
957,22723,0.926,7,2,1,85,0.0
958,6025,0.6659999999999999,4,2,1,14,0.0
959,21276,0.939,21,7,4,94,0.0
961,26974,0.92,6,3,3,167,0.0
962,30205,0.897,9,7,1,14,0.0
963,10668,0.804,3,5,1,4,0.0
964,7515,0.843,9,7,1,87,0.0
965,27419,0.624,15,7,0,17,0.0
966,1102,0.91,21,3,1,23,0.0
967,23981,0.92,21,5,5,19,0.0
968,6277,0.762,9,7,5,10,0.0
969,13345,0.903,21,5,5,92,0.0
971,31769,0.893,8,2,2,68,0.0
974,16067,0.855,10,0,2,51,0.0
975,6426,0.92,21,3,5,45,0.0
978,13173,0.64,9,0,5,30,0.0
979,12256,0.893,13,2,1,50,1.0
982,33128,0.878,21,5,5,163,0.0
983,20747,0.893,8,7,0,17,0.0
984,10240,0.843,15,3,1,29,0.0
985,15160,0.92,21,4,1,52,0.0
986,12284,0.92,18,2,1,120,0.0
988,1427,0.92,10,3,5,67,0.0
989,22403,0.624,5,6,4,151,1.0
990,21667,0.897,5,7,1,256,1.0
991,25916,0.6659999999999999,6,3,2,14,0.0
993,28320,0.624,8,2,3,81,1.0
995,28500,0.624,0,4,1,22,0.0
996,10371,0.92,7,4,4,28,0.0
997,10028,0.754,15,5,1,42,0.0
999,4482,0.92,21,1,1,105,0.0
1000,23392,0.624,8,3,0,162,1.0
1001,5879,0.743,13,3,4,6,0.0
1002,8861,0.92,2,0,1,43,0.0
1003,21196,0.939,4,7,2,41,0.0
1004,10724,0.624,11,7,1,40,0.0
1005,12657,0.836,14,2,2,50,0.0
1006,2150,0.804,21,4,1,21,0.0
1008,21813,0.91,5,6,1,14,0.0
1011,8007,0.91,2,0,2,122,0.0
1013,32631,0.92,21,5,5,5,1.0
1014,10116,0.92,10,3,1,78,0.0
1016,13487,0.855,6,2,1,156,0.0
1017,24199,0.91,20,5,2,14,0.0
1018,14341,0.92,6,2,1,24,0.0
1019,16990,0.92,21,7,5,97,1.0
1020,24834,0.939,6,6,2,19,0.0
1021,16105,0.92,19,3,1,57,1.0
1023,17702,0.767,9,3,5,24,1.0
1024,3144,0.92,21,3,5,34,0.0
1025,20359,0.92,3,2,1,18,0.0
1026,30558,0.624,7,3,2,53,1.0
1028,20555,0.91,21,2,2,84,0.0
1032,19605,0.479,1,3,1,110,1.0
1034,10933,0.624,15,7,1,75,0.0
1035,14379,0.92,21,2,5,39,0.0
1037,28042,0.926,5,7,1,58,0.0
1039,30970,0.92,5,3,2,22,0.0
1040,9052,0.624,15,7,5,85,0.0
1041,5832,0.624,2,3,2,50,1.0
1042,26270,0.92,4,4,3,127,1.0
1043,29151,0.92,9,3,5,276,0.0
1044,7545,0.903,17,5,3,47,0.0
1045,28589,0.92,11,7,2,16,0.0
1046,1709,0.903,12,3,1,14,0.0
1048,10205,0.92,15,4,2,64,0.0
1050,5710,0.8959999999999999,13,6,2,88,0.0
1051,30916,0.92,5,4,5,46,0.0
1052,2832,0.92,10,4,4,29,0.0
1054,33068,0.925,2,3,1,9,0.0
1055,16735,0.926,21,2,2,28,1.0
1056,9930,0.92,16,7,2,121,0.0
1057,24345,0.939,1,5,1,83,1.0
1058,700,0.897,18,4,5,23,0.0
1059,29600,0.624,9,3,1,28,0.0
1061,19266,0.92,4,2,1,141,0.0
1062,18670,0.856,12,2,1,162,0.0
1063,12660,0.55,5,1,1,45,0.0
1065,13955,0.866,8,3,2,32,0.0
1066,18667,0.624,2,3,1,12,0.0
1068,14151,0.55,4,0,1,69,1.0
1069,4046,0.92,21,5,5,24,0.0
1072,32799,0.92,21,4,1,28,0.0
1078,33318,0.92,5,3,5,91,1.0
1079,12800,0.92,16,1,1,46,1.0
1081,13992,0.897,12,3,4,136,0.0
1083,15213,0.92,13,7,1,94,1.0
1084,889,0.843,17,2,1,70,1.0
1085,28843,0.92,11,2,4,60,0.0
1088,21642,0.527,8,2,5,37,0.0
1089,25912,0.624,3,2,1,57,1.0
1090,29086,0.926,5,7,1,10,0.0
1091,6021,0.92,21,3,0,29,0.0
1092,25285,0.913,0,0,1,18,1.0
1093,5180,0.5579999999999999,4,1,1,11,1.0
1097,4133,0.92,21,0,0,144,0.0
1098,5875,0.91,5,0,0,152,0.0
1100,27046,0.92,3,2,1,42,0.0
1102,19718,0.91,17,4,1,162,0.0
1103,4118,0.899,21,1,1,44,0.0
1104,3867,0.92,9,1,1,24,0.0
1105,27539,0.92,14,1,5,188,0.0
1107,32605,0.92,17,7,3,155,0.0
1110,15004,0.91,21,0,2,130,0.0
1111,18404,0.887,10,3,3,7,0.0
1112,4318,0.8270000000000001,7,3,1,10,0.0
1113,674,0.754,21,0,5,46,0.0
1114,32802,0.92,21,7,5,38,0.0
1115,11248,0.926,14,1,4,22,1.0
1116,13649,0.55,4,1,1,156,1.0
1118,8836,0.92,5,5,1,99,0.0
1119,1101,0.92,4,7,2,72,0.0
1120,8606,0.92,12,3,1,20,0.0
1121,14793,0.743,21,5,3,178,0.0
1122,10938,0.897,14,1,1,12,1.0
1123,31862,0.924,21,5,4,50,0.0
1124,33330,0.92,11,4,1,32,0.0
1125,28774,0.878,16,3,2,6,0.0
1126,31370,0.897,21,5,4,6,0.0
1130,23958,0.92,5,3,1,48,0.0
1132,7739,0.897,10,5,1,28,0.0
1133,7155,0.899,15,5,5,20,0.0
1134,6482,0.92,6,7,1,10,0.0
1135,21474,0.843,13,0,5,22,0.0
1136,628,0.754,8,3,5,4,1.0
1138,24975,0.866,2,4,0,148,0.0
1139,14107,0.939,21,7,2,15,0.0
1142,18127,0.55,7,0,1,12,1.0
1143,15336,0.698,2,0,2,113,0.0
1144,1742,0.92,9,7,1,12,0.0
1146,15753,0.55,2,1,1,3,1.0
1147,12402,0.769,2,2,1,50,0.0
1149,16447,0.91,6,7,1,6,0.0
1151,28214,0.91,10,3,1,12,0.0
1152,26261,0.754,15,5,5,7,1.0
1154,23366,0.624,6,7,2,54,0.0
1155,23311,0.698,13,1,3,50,0.0
1157,20012,0.92,21,2,2,70,0.0
1158,2549,0.91,7,2,1,140,0.0
1159,11673,0.855,1,7,1,47,0.0
1161,21236,0.92,11,5,1,98,0.0
1162,9385,0.897,7,4,1,27,0.0
1163,31873,0.92,15,3,3,88,0.0
1165,27373,0.6659999999999999,8,1,1,88,0.0
1167,7786,0.624,9,3,1,48,1.0
1169,2108,0.8959999999999999,21,2,5,78,0.0
1172,32082,0.887,5,2,1,218,0.0
1174,31579,0.92,21,4,5,61,0.0
1176,26551,0.913,21,0,1,101,0.0
1177,7726,0.624,3,1,1,202,1.0
1179,20065,0.92,21,3,5,90,0.0
1182,3052,0.624,3,2,1,26,1.0
1183,16437,0.887,21,4,0,54,0.0
1186,22797,0.895,7,7,1,109,0.0
1193,14582,0.624,5,5,3,60,0.0
1194,6511,0.624,5,2,1,304,1.0
1195,8978,0.939,9,3,1,78,0.0
1196,9634,0.83,5,2,0,162,0.0
1197,2780,0.913,14,3,2,3,0.0
1198,3048,0.926,2,2,1,15,0.0
1199,15051,0.92,21,5,5,116,0.0
1201,12504,0.624,12,1,2,83,1.0
1202,29357,0.92,21,5,5,74,0.0
1203,15818,0.92,21,0,2,82,0.0
1204,26132,0.73,11,3,5,21,0.0
1206,19030,0.91,4,1,2,45,0.0
1207,5734,0.624,2,1,2,3,1.0
1210,3846,0.92,16,2,1,70,0.0
1212,8667,0.764,7,2,1,48,0.0
1215,16711,0.624,8,7,1,6,1.0
1220,1075,0.949,5,3,2,76,0.0
1221,328,0.68,10,1,0,22,0.0
1222,29628,0.92,21,7,5,36,0.0
1223,27370,0.897,11,2,1,56,0.0
1225,12225,0.698,15,0,1,36,0.0
1226,30653,0.92,9,3,3,43,0.0
1227,9162,0.926,21,2,1,24,0.0
1228,27115,0.92,21,7,4,94,0.0
1229,3932,0.92,9,2,1,20,0.0
1233,27462,0.92,21,7,1,85,0.0
1234,4505,0.92,21,2,5,15,0.0
1235,32415,0.6890000000000001,8,0,0,24,0.0
1236,28509,0.624,7,7,1,34,1.0
1237,1641,0.92,4,7,0,17,0.0
1244,7159,0.91,13,3,5,26,0.0
1246,31967,0.624,7,2,0,102,0.0
1248,19290,0.92,21,6,5,18,0.0
1249,6838,0.624,7,1,1,284,0.0
1251,26351,0.91,14,6,5,28,1.0
1252,31075,0.624,8,5,2,13,0.0
1255,19068,0.92,5,4,1,30,0.0
1256,2501,0.91,6,3,1,38,0.0
1258,10893,0.84,3,3,2,7,0.0
1259,31767,0.624,0,7,1,77,1.0
1260,27709,0.92,3,1,1,21,0.0
1261,31782,0.91,4,2,1,52,0.0
1262,28653,0.624,15,4,5,29,1.0
1264,29820,0.92,8,7,1,39,0.0
1265,31248,0.855,1,4,0,11,0.0
1266,32697,0.923,4,7,1,11,0.0
1268,14848,0.5579999999999999,2,1,0,71,1.0
1269,9503,0.926,21,0,5,22,0.0
1271,10653,0.624,3,0,1,332,0.0
1272,9094,0.55,7,2,1,81,0.0
1274,10885,0.924,11,5,4,31,0.0
1275,28459,0.921,14,3,1,26,0.0
1277,14381,0.624,3,7,1,19,1.0
1278,13010,0.92,6,1,2,19,0.0
1279,6990,0.92,8,2,2,44,0.0
1280,21696,0.624,6,7,4,20,0.0
1283,2800,0.91,11,2,2,62,0.0
1284,5366,0.91,21,0,5,81,0.0
1285,15705,0.767,3,0,2,71,1.0
1286,13484,0.91,6,3,5,72,0.0
1287,11347,0.939,21,7,1,45,0.0
1288,24895,0.624,4,4,2,17,1.0
1289,13858,0.91,5,3,1,146,0.0
1290,10611,0.884,21,2,5,27,0.0
1291,19645,0.624,6,1,1,23,1.0
1292,17585,0.926,11,3,2,8,0.0
1293,32241,0.92,8,7,0,36,0.0
1294,12794,0.91,14,5,5,72,0.0
1295,21596,0.91,3,0,0,44,0.0
1296,6665,0.624,4,3,1,50,1.0
1300,8585,0.92,16,2,1,14,0.0
1302,16470,0.926,6,2,1,94,0.0
1303,21956,0.624,8,3,3,9,1.0
1304,21692,0.624,6,0,1,88,0.0
1306,11530,0.878,5,4,1,11,0.0
1307,21105,0.8270000000000001,2,5,1,36,0.0
1308,17639,0.92,8,3,1,44,0.0
1310,5176,0.624,7,2,2,46,1.0
1311,17931,0.893,21,5,5,28,1.0
1312,10923,0.8270000000000001,20,1,1,22,0.0
1314,16404,0.884,6,4,3,32,0.0
1315,3353,0.91,19,3,5,23,0.0
1317,3029,0.926,6,2,2,78,0.0
1318,24377,0.926,7,5,0,57,0.0
1319,11709,0.698,15,3,5,69,0.0
1320,6278,0.92,21,7,5,69,0.0
1321,6157,0.924,12,0,1,51,0.0
1322,4487,0.794,5,2,1,84,0.0
1324,19832,0.926,11,2,1,9,0.0
1327,23987,0.698,3,1,1,55,1.0
1328,24671,0.92,20,3,4,35,0.0
1331,4029,0.92,14,2,0,250,0.0
1332,28907,0.92,13,2,3,36,0.0
1336,19737,0.91,15,7,5,33,0.0
1337,10333,0.789,3,2,1,46,0.0
1338,31422,0.738,6,3,1,39,0.0
1340,10648,0.624,5,2,0,111,0.0
1341,1922,0.682,9,7,5,88,1.0
1344,4198,0.92,4,4,2,42,0.0
1348,13759,0.855,7,6,2,57,0.0
1349,3436,0.855,15,7,5,12,0.0
1351,10515,0.624,3,1,2,7,1.0
1352,20766,0.555,3,2,2,5,1.0
1353,10364,0.926,11,7,5,107,0.0
1354,8906,0.92,17,2,2,11,0.0
1355,4182,0.92,5,2,1,85,0.0
1357,12943,0.92,7,7,4,50,0.0
1358,26762,0.926,17,4,2,73,0.0
1359,22100,0.92,9,3,2,156,0.0
1360,5549,0.939,21,5,5,172,0.0
1361,8001,0.624,0,2,1,74,0.0
1367,18908,0.926,10,5,2,37,0.0
1368,8739,0.92,19,4,5,94,0.0
1370,6372,0.8270000000000001,7,0,1,44,0.0
1371,15178,0.92,21,7,5,80,0.0
1377,31595,0.92,21,5,5,58,0.0
1380,7174,0.92,6,6,2,246,0.0
1381,28081,0.92,21,3,1,4,0.0
1382,1218,0.915,10,2,4,128,0.0
1385,840,0.754,9,2,1,102,0.0
1387,5107,0.92,21,2,1,143,0.0
1391,21501,0.624,6,6,2,81,1.0
1392,13500,0.55,6,4,1,62,1.0
1393,5210,0.91,11,3,1,12,0.0
1394,10443,0.939,4,1,2,41,0.0
1398,10186,0.913,17,5,3,54,0.0
1400,24021,0.903,4,6,2,21,1.0
1402,16681,0.836,18,2,5,23,0.0
1403,12895,0.926,15,2,3,72,0.0
1404,19356,0.92,8,3,4,65,0.0
1405,27663,0.926,21,0,1,24,0.0
1407,24349,0.878,13,1,3,8,0.0
1408,25613,0.92,9,0,2,104,0.0
1410,16109,0.92,11,2,5,74,1.0
1411,30452,0.848,9,0,5,8,0.0
1412,9378,0.939,2,2,1,45,0.0
1414,21183,0.92,21,3,2,68,0.0
1415,8221,0.923,15,3,4,24,0.0
1416,4266,0.92,3,4,1,65,0.0
1417,15775,0.92,4,2,1,31,0.0
1418,6604,0.878,21,0,2,4,0.0
1419,31510,0.924,8,5,1,86,0.0
1420,19544,0.624,3,5,2,258,1.0
1421,10321,0.92,21,0,5,42,0.0
1422,5464,0.698,1,0,1,112,0.0
1424,11664,0.8959999999999999,2,3,2,27,0.0
1430,29955,0.556,3,2,1,50,1.0
1431,19583,0.92,15,1,2,33,0.0
1432,12785,0.8959999999999999,9,7,1,11,0.0
1437,17170,0.91,21,1,5,57,0.0
1438,16653,0.698,2,5,1,140,1.0
1440,25439,0.899,4,5,1,32,0.0
1443,20813,0.698,6,2,1,20,0.0
1446,18968,0.92,12,2,3,28,0.0
1447,13347,0.624,9,1,1,2,1.0
1448,3163,0.913,21,2,1,116,0.0
1449,22439,0.624,4,4,1,24,0.0
1450,1323,0.893,9,3,1,26,0.0
1451,32115,0.91,21,2,1,24,0.0
1452,28992,0.624,5,7,1,330,0.0
1454,382,0.624,21,2,5,107,0.0
1455,2075,0.91,1,7,1,11,1.0
1458,24662,0.949,12,6,2,158,0.0
1459,8887,0.92,15,2,1,59,1.0
1460,8769,0.55,4,2,1,74,0.0
1464,15579,0.698,6,1,1,78,0.0
1465,31529,0.92,15,7,5,50,0.0
1467,29811,0.92,18,5,1,111,0.0
1468,22534,0.91,7,6,2,62,0.0
1469,11435,0.903,5,2,1,108,0.0
1470,9305,0.722,11,1,1,91,0.0
1471,14761,0.624,6,3,2,71,1.0
1474,10501,0.624,1,7,1,167,1.0
1475,11015,0.893,14,1,5,17,0.0
1477,20583,0.624,3,2,2,60,0.0
1480,933,0.893,5,2,1,32,0.0
1481,33144,0.682,15,2,2,74,0.0
1482,3126,0.92,19,5,1,13,0.0
1484,18726,0.754,7,2,5,41,0.0
1485,7772,0.624,6,2,0,11,0.0
1486,27493,0.92,12,5,2,5,0.0
1487,31691,0.804,10,3,5,32,0.0
1489,7968,0.91,21,3,1,18,0.0
1490,9973,0.92,21,7,5,156,0.0
1494,2691,0.887,5,7,1,222,0.0
1495,13824,0.91,17,7,5,22,0.0
1496,9370,0.924,11,2,1,36,0.0
1497,24630,0.698,9,3,3,30,1.0
1498,28165,0.92,8,2,2,168,0.0
1499,25301,0.897,3,2,3,156,0.0
1500,7828,0.624,5,7,2,29,1.0
1501,26339,0.92,15,2,1,37,0.0
1503,6355,0.698,12,5,1,146,0.0
1504,22609,0.926,5,5,5,37,0.0
1506,28200,0.865,21,1,4,7,1.0
1508,16667,0.897,7,2,1,21,0.0
1509,24034,0.624,7,7,0,216,1.0
1510,27659,0.939,8,7,1,114,0.0
1514,16586,0.926,12,2,4,34,0.0
1515,14728,0.926,21,3,1,26,0.0
1516,7713,0.92,18,2,5,126,0.0
1517,32980,0.915,9,4,1,28,1.0
1518,26251,0.92,6,3,2,135,0.0
1519,21255,0.915,21,5,2,26,0.0
1520,26830,0.92,2,7,1,80,0.0
1521,6529,0.624,8,4,2,113,0.0
1522,9884,0.92,13,0,4,30,1.0
1523,8238,0.448,10,2,5,48,1.0
1525,8086,0.698,3,2,3,149,0.0
1527,1719,0.939,10,2,4,7,0.0
1528,12133,0.92,18,7,2,18,0.0
1529,25630,0.884,18,3,2,16,0.0
1532,11164,0.92,9,7,3,47,0.0
1535,23197,0.92,21,2,3,69,0.0
1537,19450,0.855,3,3,1,20,0.0
1539,3716,0.762,6,1,1,23,0.0
1544,9687,0.92,9,2,5,140,0.0
1545,14943,0.91,12,5,5,36,1.0
1546,3746,0.855,2,1,0,55,0.0
1551,26477,0.855,5,1,1,240,0.0
1553,20681,0.926,5,4,4,15,0.0
1554,26015,0.91,9,3,2,45,0.0
1555,30569,0.763,9,1,2,50,0.0
1556,1735,0.6890000000000001,8,0,1,63,0.0
1557,27272,0.92,6,2,1,39,0.0
1559,9111,0.8959999999999999,3,0,1,165,0.0
1560,12477,0.897,9,0,5,62,0.0
1561,1616,0.698,7,3,1,27,0.0
1562,24564,0.92,21,3,5,72,0.0
1563,13922,0.92,3,2,1,62,0.0
1564,2029,0.926,21,2,2,4,0.0
1565,17030,0.91,21,5,5,3,0.0
1566,20529,0.5579999999999999,6,0,1,100,1.0
1568,6958,0.924,9,7,1,139,0.0
1569,20341,0.92,3,7,1,47,0.0
1570,15199,0.92,14,0,1,9,1.0
1571,25388,0.624,3,7,1,22,1.0
1572,2602,0.624,10,7,1,222,0.0
1573,3729,0.92,5,5,1,34,0.0
1574,28089,0.939,4,2,1,24,0.0
1576,8251,0.624,5,7,1,194,0.0
1577,28157,0.92,16,1,3,7,0.0
1578,1294,0.926,10,3,0,40,1.0
1579,31964,0.92,16,0,1,57,0.0
1580,33081,0.624,16,3,1,105,0.0
1583,26687,0.926,6,0,5,4,0.0
1586,21215,0.92,2,2,1,43,0.0
1590,7590,0.92,21,2,1,176,0.0
1591,10631,0.624,1,2,0,20,1.0
1592,19448,0.939,7,7,2,314,1.0
1593,21608,0.897,13,4,5,5,0.0
1594,31953,0.92,3,0,2,74,0.0
1595,3961,0.92,0,3,1,103,0.0
1596,7451,0.92,21,7,5,33,1.0
1597,2384,0.855,9,4,5,108,0.0
1598,24511,0.92,18,3,1,72,0.0
1600,10365,0.92,21,3,2,118,0.0
1601,26853,0.624,3,0,1,72,1.0
1602,19495,0.924,2,0,0,84,0.0
1604,28860,0.92,15,1,1,90,0.0
1605,20171,0.92,16,3,1,29,0.0
1606,2975,0.804,20,1,1,13,0.0
1607,31553,0.949,11,5,2,64,0.0
1608,16892,0.727,4,2,3,94,1.0
1610,26067,0.624,5,5,5,14,1.0
1611,14073,0.926,11,1,1,90,0.0
1613,2994,0.92,8,7,1,6,0.0
1614,7167,0.897,6,1,1,8,0.0
1615,30284,0.92,21,3,2,15,0.0
1617,18951,0.91,7,3,3,100,0.0
1618,14133,0.92,9,2,2,22,0.0
1619,32615,0.92,0,5,2,85,0.0
1621,27421,0.624,3,7,1,43,1.0
1622,17508,0.91,4,2,1,2,0.0
1623,19407,0.624,6,6,4,43,0.0
1624,7721,0.949,21,0,2,35,0.0
1625,11577,0.926,4,3,3,29,0.0
1629,4016,0.92,21,6,2,78,0.0
1630,24248,0.926,3,2,0,86,0.0
1631,7412,0.924,1,2,1,39,0.0
1633,3145,0.865,16,4,1,104,0.0
1634,2939,0.754,7,3,3,100,0.0
1635,14043,0.7659999999999999,15,2,5,97,1.0
1636,26891,0.92,21,6,4,68,0.0
1638,12375,0.624,0,2,2,36,1.0
1640,10615,0.738,14,5,2,29,1.0
1641,31171,0.5579999999999999,1,1,1,5,0.0
1642,23083,0.92,10,2,3,108,0.0
1643,33131,0.92,5,0,3,143,0.0
1644,3674,0.897,10,2,2,202,0.0
1645,17093,0.92,21,7,5,53,0.0
1646,31987,0.92,2,4,1,4,0.0
1647,6696,0.925,15,0,2,83,0.0
1648,20301,0.92,5,7,2,102,0.0
1649,24874,0.624,3,7,3,210,0.0
1650,29819,0.92,14,2,1,34,0.0
1651,11499,0.926,10,0,2,76,0.0
1652,30715,0.92,10,3,1,4,0.0
1654,20220,0.804,11,2,1,136,1.0
1656,28587,0.91,3,7,2,8,0.0
1660,15399,0.743,9,3,4,9,0.0
1661,14830,0.878,10,3,5,17,0.0
1662,16330,0.926,3,6,1,63,1.0
1663,33380,0.923,14,7,2,168,0.0
1665,681,0.802,9,7,1,13,0.0
1666,7495,0.624,6,7,2,110,1.0
1667,30418,0.91,9,5,2,71,0.0
1668,16969,0.92,21,6,5,12,0.0
1671,9203,0.804,21,5,1,43,0.0
1672,15897,0.92,8,4,1,30,0.0
1673,13624,0.836,5,1,1,150,0.0
1674,20062,0.92,21,1,4,124,0.0
1675,9855,0.91,21,2,5,57,0.0
1677,8782,0.92,7,1,5,50,0.0
1679,13007,0.92,3,3,1,28,0.0
1680,10219,0.949,21,2,2,111,0.0
1681,27783,0.92,16,2,1,66,0.0
1682,19131,0.92,2,7,1,6,0.0
1684,3845,0.92,5,2,5,106,0.0
1685,28624,0.939,17,1,1,14,0.0
1686,19669,0.754,7,1,1,28,0.0
1687,27715,0.924,21,0,5,35,0.0
1688,7190,0.925,21,0,3,168,0.0
1689,28075,0.897,4,2,1,112,0.0
1690,32502,0.91,12,2,5,312,0.0
1691,28517,0.897,12,1,2,14,0.0
1692,2572,0.924,10,7,0,95,0.0
1694,24281,0.624,6,2,2,103,0.0
1695,16479,0.887,6,3,1,4,1.0
1696,29705,0.624,0,1,1,200,1.0
1699,13575,0.895,21,2,1,53,0.0
1700,19782,0.624,6,2,3,59,0.0
1701,14336,0.92,16,2,2,14,0.0
1702,4335,0.92,16,5,5,142,0.0
1704,31612,0.754,14,7,2,14,0.0
1706,15041,0.92,13,7,5,13,0.0
1709,3162,0.92,10,4,4,48,0.0
1710,4880,0.92,16,7,5,50,0.0
1711,23144,0.7759999999999999,6,1,5,14,0.0
1712,10996,0.91,12,2,5,96,0.0
1714,15968,0.754,7,3,1,3,0.0
1716,33056,0.624,3,2,1,12,1.0
1717,9264,0.923,18,7,4,17,0.0
1718,28291,0.92,21,0,1,63,0.0
1719,4392,0.698,2,7,1,22,0.0
1720,3300,0.84,14,1,3,52,0.0
1721,30825,0.92,2,7,0,34,0.0
1723,22662,0.855,21,7,1,107,0.0
1724,10417,0.92,18,2,1,92,1.0
1725,6777,0.926,6,5,2,14,0.0
1727,11021,0.92,7,7,4,16,0.0
1728,241,0.92,7,0,4,196,0.0
1729,30935,0.624,5,3,1,42,0.0
1730,29164,0.92,11,7,3,60,0.0
1731,19711,0.855,21,7,4,138,1.0
1732,4775,0.925,7,2,1,68,0.0
1735,21021,0.92,12,2,1,107,0.0
1736,29504,0.92,21,5,5,55,0.0
1737,898,0.949,15,1,2,32,1.0
1738,10524,0.624,9,3,5,174,0.0
1743,24567,0.91,15,7,5,20,1.0
1744,14526,0.698,14,2,2,6,0.0
1745,32662,0.624,5,4,3,112,1.0
1746,9853,0.764,6,0,1,45,0.0
1748,29611,0.624,16,0,5,134,1.0
1749,27473,0.92,21,5,5,9,1.0
1750,5237,0.92,6,5,5,48,0.0
1751,1331,0.8270000000000001,7,4,2,92,0.0
1752,19844,0.92,4,3,2,160,0.0
1753,6700,0.926,21,2,5,40,0.0
1755,10257,0.92,21,3,1,160,0.0
1756,26844,0.91,20,2,1,103,0.0
1758,15688,0.926,11,5,2,9,0.0
1759,24563,0.624,3,2,1,40,1.0
1761,25317,0.527,6,3,3,198,1.0
1765,2283,0.926,19,3,2,16,0.0
1766,29822,0.722,10,2,1,13,0.0
1767,5555,0.92,20,7,1,14,0.0
1769,20294,0.7959999999999999,9,4,3,77,0.0
1770,24562,0.92,21,3,1,36,0.0
1771,1485,0.92,15,2,5,42,0.0
1772,7471,0.698,11,0,2,10,0.0
1775,27955,0.8959999999999999,14,3,5,116,1.0
1778,32032,0.92,21,3,1,70,0.0
1779,5454,0.92,15,2,1,22,0.0
1780,3058,0.924,17,4,1,41,0.0
1781,4705,0.855,3,2,3,66,0.0
1785,5789,0.878,11,3,1,24,1.0
1787,21908,0.91,5,0,5,146,0.0
1788,16494,0.91,21,2,3,40,0.0
1789,21446,0.624,2,2,1,19,1.0
1791,14283,0.762,16,2,1,16,0.0
1792,15959,0.92,10,2,4,51,0.0
1795,9401,0.624,7,3,2,76,0.0
1797,12452,0.804,0,2,1,43,0.0
1798,7723,0.698,16,1,1,22,0.0
1799,20075,0.91,0,0,1,131,0.0
1800,8999,0.939,21,2,1,3,1.0
1802,16770,0.91,3,0,1,59,1.0
1805,8773,0.754,10,1,1,16,0.0
1806,1162,0.878,5,2,3,100,0.0
1807,32989,0.92,3,5,1,19,0.0
1808,30888,0.624,10,3,5,34,0.0
1809,27188,0.92,11,3,1,43,0.0
1810,20136,0.893,21,1,1,48,0.0
1811,2836,0.92,8,3,3,12,0.0
1812,861,0.92,14,2,2,262,0.0
1813,31506,0.91,9,1,2,21,0.0
1815,6385,0.91,16,1,2,41,0.0
1816,26170,0.624,2,3,1,222,1.0
1817,32328,0.74,5,7,2,91,0.0
1818,27935,0.802,9,3,0,14,0.0
1819,13265,0.92,21,4,3,98,0.0
1820,27763,0.939,21,3,1,19,0.0
1821,18895,0.92,12,5,2,18,0.0
1822,8661,0.92,10,7,3,3,0.0
1824,9801,0.91,2,2,2,87,0.0
1826,13713,0.91,1,7,1,328,0.0
1827,22355,0.92,11,7,5,17,0.0
1828,20277,0.92,0,3,0,74,0.0
1829,17076,0.92,11,7,1,37,0.0
1831,20258,0.762,14,2,1,21,0.0
1833,16644,0.926,14,1,2,92,0.0
1834,14396,0.939,21,0,5,13,0.0
1836,11557,0.8959999999999999,13,3,0,34,0.0
1837,23230,0.92,21,1,5,8,0.0
1838,24420,0.897,10,3,5,226,0.0
1840,3301,0.91,21,3,1,146,0.0
1841,22944,0.926,21,0,1,34,0.0
1842,8776,0.91,9,3,1,21,0.0
1844,32512,0.6659999999999999,0,7,1,45,0.0
1846,27993,0.92,8,7,4,113,1.0
1849,32221,0.92,15,3,3,4,0.0
1850,13378,0.897,5,2,1,198,0.0
1852,10170,0.92,9,3,1,40,0.0
1853,19805,0.624,8,2,1,6,1.0
1854,7542,0.92,21,5,5,58,0.0
1856,19374,0.55,7,0,1,29,0.0
1857,30694,0.92,6,2,5,168,0.0
1858,12107,0.926,10,5,0,16,0.0
1859,6608,0.887,13,0,1,192,0.0
1860,27482,0.92,9,7,2,36,1.0
1861,9366,0.624,7,2,0,35,1.0
1862,24172,0.624,8,7,5,53,1.0
1864,32351,0.949,9,2,1,88,0.0
1865,23481,0.92,21,7,5,43,1.0
1867,14572,0.624,8,2,4,33,1.0
1871,31280,0.92,15,3,5,8,0.0
1875,32215,0.92,21,3,5,49,0.0
1878,1338,0.939,11,0,0,62,0.0
1879,7580,0.789,8,3,1,212,1.0
1880,19749,0.855,15,1,5,176,0.0
1881,28748,0.926,14,4,1,8,0.0
1882,17073,0.579,10,0,0,24,1.0
1886,27875,0.91,21,0,5,89,0.0
1887,32968,0.92,3,2,1,32,0.0
1890,10992,0.804,1,5,1,26,0.0
1892,6627,0.855,11,3,1,6,0.0
1896,21403,0.5579999999999999,4,0,2,19,0.0
1897,25998,0.897,9,7,2,47,0.0
1900,11092,0.92,14,2,2,39,0.0
1902,9316,0.899,6,4,2,28,1.0
1903,31771,0.926,6,5,1,182,0.0
1904,17742,0.698,7,3,2,44,0.0
1908,16095,0.92,7,0,5,125,0.0
1910,24770,0.92,21,2,4,69,0.0
1911,11892,0.893,6,3,1,52,0.0
1912,15315,0.925,9,0,1,90,0.0
1915,21701,0.738,5,3,0,40,0.0
1916,3742,0.92,11,1,5,47,0.0
